"Team","FirstName","LastName","Nationality","DateOfBirth","Age","CountryOfBirth","PlaceOfBirth","Position","Height","Weight"
"Germany","Erik","Durm","Germany",1992-05-12,22,"Germany","Pirmasens","Defender",180,NA
"Germany","Antonio","R<U+00FC>diger","Germany",1993-03-03,21,"Germany","Berlin","Defender",190,85
"Germany","Matthias","Ginter","Germany",1994-01-19,20,"Germany","Freiburg","Defender",188,85
"Germany","Christian","G<U+00FC>nter","Germany",1993-02-28,21,"Germany","Villingen","Defender",184,81
"Germany","Bastian","Schweinsteiger","Germany",1984-08-01,29,"Germany","Kolbermoor","Midfielder",183,79
"Germany","Mesut","<U+00D6>zil","Germany",1988-10-15,25,"Germany","Gelsenkirchen","Midfielder",180,70
"Germany","Sami","Khedira","Germany",1987-04-04,27,"Germany","Stuttgart","Midfielder",189,83
"Germany","Toni","Kroos","Germany",1990-01-04,24,"Germany","Greifswald","Midfielder",182,78
"Germany","Sebastian","Rudy","Germany",1990-02-28,24,"Germany","Villingen-Schwenningen","Midfielder",179,73
"Germany","Marco","Reus","Germany",1989-05-31,25,"Germany","Dortmund","Midfielder",182,74
"Germany","Kevin","Gro<U+00DF>kreutz","Germany",1988-07-19,25,"Germany","Dortmund","Midfielder",186,77
"Germany","Andr<U+00E9>","Hahn","Germany",1990-08-13,23,"Germany","Otterndorf","Midfielder",185,79
"Germany","Mario","G<U+00F6>tze","Germany",1992-06-03,22,"Germany","Memmingen","Midfielder",176,64
"Germany","Christoph","Kramer","Germany",1991-02-19,23,"Germany","Solingen","Midfielder",189,82
"Germany","Maximilian","Arnold","Germany",1994-05-27,20,"Germany","Riesa","Midfielder",184,NA
"Germany","Julian","Draxler","Germany",1993-09-20,20,"Germany","Gladbeck","Midfielder",185,74
"Germany","Leon ","Goretzka","Germany",1995-02-06,19,"Germany","Bochum","Midfielder",189,76
"Germany","Max ","Meyer","Germany",1995-09-18,18,"Germany","Oberhausen","Midfielder",169,65
"Germany","Miroslav","Klose","Germany",1978-06-09,35,"Poland","Opole","Attacker",184,84
"Germany","Lukas","Podolski","Germany",1985-06-04,29,"Poland","Gliwice","Attacker",182,83
"Germany","Thomas","M<U+00FC>ller","Germany",1989-09-13,24,"Germany","Weilheim","Attacker",186,75
"Germany","Andr<U+00E9>","Sch<U+00FC>rrle","Germany",1990-11-06,23,"Germany","Ludwigshafen","Attacker",183,74
"Germany","Kevin","Volland","Germany",1992-07-30,21,"Germany","Marktoberdorf","Attacker",179,82
"Portugal","Rui Pedro","dos Santos Patr<U+00ED>cio","Portugal",1988-02-15,26,"Portugal","Marrazes","Goalkeeper",190,84
"Portugal","Ant<U+00F3>nio Alberto","Bastos Pimparel","Portugal",1982-05-01,32,"Portugal","Lisboa","Goalkeeper",180,80
"Portugal","Eduardo","dos Reis Carvalho","Portugal",1982-09-19,31,"Portugal","Mirandela","Goalkeeper",187,84
"Portugal","Anthony","Lopes","Portugal",1990-10-01,23,"France","Givors","Goalkeeper",184,81
"Portugal","Ricardo Miguel","Moreira da Costa","Portugal",1981-05-16,33,"Portugal","Vila Nova de Gaia","Defender",183,80
"Portugal","Bruno Eduardo","Regufe Alves","Portugal",1981-11-27,32,"Portugal","P<U+00F3>voa de Varzim","Defender",189,83
"Portugal","F<U+00E1>bio Alexandre","da Silva Coentr<U+00E3>o","Portugal",1988-03-11,26,"Portugal","Vila do Conde","Defender",178,66
"Portugal","Jo<U+00E3>o Pedro","da Silva Pereira","Portugal",1984-02-25,30,"Portugal","Lisboa","Defender",172,64
"Portugal","Rolando Jorge","Pires da Fonseca","Portugal",1985-08-31,28,"Cape Verde Islands","S<U+00E3>o Vicente","Defender",189,77
"Portugal","Vitorino Gabriel ","Pacheco Antunes","Portugal",1987-04-01,27,"Portugal","Freamunde","Defender",175,69
"Portugal","Hugo Miguel","Almeida Costa Lopes","Portugal",1986-12-19,27,"Portugal","Lisboa","Defender",182,83
"Portugal","Luis Carlos","Novo Neto","Portugal",1988-05-26,26,"Portugal","P<U+00F3>voa do Varzim","Defender",187,71
"Portugal","Raul Jos<U+00E9>","Trindade Meireles","Portugal",1983-03-17,31,"Portugal","Porto","Midfielder",179,70
"Portugal","Lu<U+00ED>s Carlos","Almeida da Cunha","Portugal",1986-11-17,27,"Cape Verde Islands","Praia","Midfielder",176,66
"Portugal","Miguel Lu<U+00ED>s","Pinto Veloso","Portugal",1986-05-11,28,"Portugal","Coimbra","Midfielder",180,79
"Portugal","Jo<U+00E3>o Filipe","Iria Santos Moutinho","Portugal",1986-09-08,27,"Portugal","Portim<U+00E3>o","Midfielder",170,61
"Portugal","Ruben Filipe","Marques Amorim","Portugal",1985-01-27,29,"Portugal","Lisboa","Midfielder",182,72
"Portugal","Adelino Andr<U+00E9> ","Vieira Freitas","Portugal",1986-01-24,28,"Portugal","Guimar<U+00E3>es ","Midfielder",172,NA
"Portugal","Andr<U+00E9>","Gomes Magalhaes de Almeida","Portugal",1990-09-10,23,"Portugal","Lisboa","Midfielder",186,85
"Portugal","Josue Filipe","Soares Pesqueira","Portugal",1990-09-17,23,"Portugal",NA,"Midfielder",NA,NA
"Portugal","William","Silva Carvalho","Portugal",1992-04-07,22,"Angola","Luanda","Midfielder",187,NA
"Portugal","Rafael Alexandre Fernandes","Ferreira da Silva","Portugal",1993-05-17,21,"Portugal","Vila Franca de Xira","Midfielder",NA,NA
"Portugal","Cristiano Ronaldo","dos Santos Aveiro","Portugal",1985-02-05,29,"Portugal","Funchal","Attacker",186,84
"Portugal","H<U+00E9>lder Manuel","Marques Postiga","Portugal",1982-08-02,31,"Portugal","Povoa de Varzim","Attacker",182,79
"Portugal","Hugo Miguel","Pereira de Almeida","Portugal",1984-05-23,30,"Portugal","Figueira da Foz","Attacker",191,79
"Portugal","Arnaldo Edi","Lopes da Silva","Portugal",1982-07-07,31,"Portugal","Aveiro","Attacker",182,72
"Portugal","Silvestre Manuel","Gon<U+00E7>alves Varela","Portugal",1985-02-02,29,"Portugal","Almada","Attacker",180,NA
"Portugal","<U+00C9>derzito Ant<U+00F3>nio","Macedo Lopes","Portugal",1987-12-22,26,"Guinea-Bissau","Bissau","Attacker",188,81
"Portugal","Ivan Ricardo Neves","Abreu Cavaleiro","Portugal",1993-10-18,20,"Portugal","Vila Franca de Xira","Attacker",175,72
"Iran","Rahman","Ahmadi","Iran",1980-07-30,33,"Iran","Tehran","Goalkeeper",NA,NA
"Iran","Ali Reza","Haghighi","Iran",1988-05-02,26,"Iran","Tehran","Goalkeeper",193,80
"Iran","Sosha","Makani","Iran",1986-11-18,27,"Iran","Bandar Anzali","Goalkeeper",NA,NA
"Iran","Daniel","Davari","Iran",1988-01-06,26,"Germany","Gie<U+00DF>en","Goalkeeper",192,85
"Iran","Seyed Jalal","Hosseini","Iran",1982-02-03,32,"Iran","Bandar Anzali","Defender",178,84
"Iran","Hossain","Mahini","Iran",1986-09-16,27,"Iran","Bushehr","Defender",NA,NA
"Iran","Pejman","Montazeri","Iran",1983-09-06,30,"Iran","Ahvaz","Defender",NA,NA
"Iran","Hashem","Beikzadeh","Iran",1984-01-22,30,"Iran","Shiraz","Defender",NA,NA
"Iran","Amir Hossein","Sadeghi","Iran",1981-09-06,32,"Iran","Tahran","Defender",NA,NA
"Iran","Khosro","Heydari","Iran",1983-09-14,30,"Iran","Tehran","Defender",174,NA
"Iran","Seyed Ahmad","Alenemeh","Iran",1982-10-20,31,"Iran","Ahvaz","Defender",186,NA
"Iran","Steven Mehrdad","Beitashour","Iran",1987-02-01,27,"USA","San Jose","Defender",178,NA
"Iran","Javad","Nekounam","Iran",1980-09-07,33,"Iran","Shar Rey","Midfielder",186,78
"Iran","Masoud","Shojaei Soleimani","Iran",1984-09-06,29,"Iran","Shiraz","Midfielder",184,73
"Iran","Ashkan","Dejagah","Iran",1986-07-05,27,"Iran","Teheran","Midfielder",181,74
"Iran","Andranik","Timotian-Samarani","Iran",1983-03-06,31,"Iran","Tehran","Midfielder",180,73
"Iran","Ehsan","Hajsafi","Iran",1990-02-25,24,"Iran","Kashan","Midfielder",176,74
"Iran","Mojtaba","Jabari Kordgehslaghi","Iran",1983-06-16,30,"Iran","Robat Karim","Midfielder",NA,NA
"Iran","Mehrdad","Pooladi","Iran",1987-02-26,27,"Iran","Karaj","Midfielder",181,NA
"Iran","Bakhtiar","Rahmani","Iran",1991-09-23,22,"Iran","Kermanshah","Midfielder",178,NA
"Iran","Ghasem","Hadadifar","Iran",1983-07-12,30,"Iran","Esfahan","Midfielder",NA,NA
"Iran","Reza","Haghighi","Iran",1989-02-01,25,"Iran","Mashhad","Midfielder",NA,NA
"Iran","Yaghoub","Karimi","Iran",1991-08-31,22,"Iran",NA,"Midfielder",NA,NA
"Iran","Mohammad Reza","Khanzadeh","Iran",1991-05-11,23,"Iran","Tehran","Midfielder",NA,NA
"Iran","Ali","Karimi","Iran",1994-02-11,20,"Iran",NA,"Midfielder",NA,NA
"Iran","Reza","Ghoochannejhad Nournia","Iran",1987-09-20,26,"Iran","Mashhad","Attacker",180,81
"Iran","Karim","Ansarifard","Iran",1990-04-03,24,"Iran","Ardabil","Attacker",181,77
"Iran","Mohammad Reza","Khalatbari Limaki","Iran",1983-09-14,30,"Iran","Ramsar","Attacker",NA,NA
"Iran","Sardar","Azmoun","Iran",1995-01-01,19,"Iran","Gonbad","Attacker",178,72
"Iran","Alireza","Jahanbakhsh","Iran",1993-08-11,20,"Iran","Jirandeh","Attacker",180,NA
"Iran","Mehdi","Sharifi","Iran",1992-08-16,21,"Iran","Isfahan","Attacker",NA,NA
"Nigeria","Vincent","Enyeama","Nigeria",1982-08-29,31,"Nigeria","Kaduna","Goalkeeper",189,79
"Nigeria","Augustine Amamchukwu","Ejide","Nigeria",1984-04-08,30,"Nigeria","Onitsha","Goalkeeper",190,90
"Nigeria","Daniel","Akpeyi","Nigeria",1986-03-08,28,"Nigeria","Nnewi","Goalkeeper",186,NA
"Nigeria","Chigozie","Agbim","Nigeria",1984-11-28,29,"Nigeria","Gombe","Goalkeeper",187,NA
"Nigeria","Joseph Phillip","Yobo","Nigeria",1980-09-06,33,"Nigeria","Kano","Defender",188,76
"Nigeria","Elderson Uwa","Echiejile","Nigeria",1988-01-20,26,"Nigeria","Benin City","Defender",184,76
"Nigeria","Leon-Aderemi","Balogun","Nigeria",1988-06-28,25,"Germany","Berlin","Defender",190,81
"Nigeria","Efetobore","Ambrose Emuobo","Nigeria",1988-10-18,25,"Nigeria","Kaduna","Defender",190,70
"Nigeria","Kenneth Josiah","Omeruo","Nigeria",1993-10-17,20,"Nigeria","Kaduna","Defender",168,67
"Nigeria","Godfrey","Oboabona Itama","Nigeria",1990-09-16,23,"Nigeria","Akure","Defender",186,82
"Nigeria","Azubuike","Egwuekwe","Nigeria",1989-07-16,24,"Nigeria","Lafia","Defender",179,76
"Nigeria","Juwon","Oshaniwa","Nigeria",1990-09-14,23,"Nigeria","Ilorin","Defender",176,69
"Nigeria","Ebenezer Odunlami","Kunle","Nigeria",1990-03-05,24,"Nigeria",NA,"Defender",NA,NA
"Nigeria","Abdullahi","Shehu","Nigeria",1993-03-12,21,"Nigeria",NA,"Defender",NA,NA
"Nigeria","John Michael","Nchekwube Obinna","Nigeria",1987-04-22,27,"Nigeria","Jos","Midfielder",186,86
"Nigeria","Victor","Moses","Nigeria",1990-12-12,23,"Nigeria","Kaduna","Midfielder",177,75
"Nigeria","Emmanuel Nosakhare","Igiebor","Nigeria",1990-11-09,23,"Nigeria","Abuja","Midfielder",182,79
"Nigeria","Joel","Chukwuma Obi","Nigeria",1991-05-22,23,"Nigeria","Lagos","Midfielder",177,72
"Nigeria","Ogenyi Eddy","Onazi","Nigeria",1992-12-25,21,"Nigeria","Benue","Midfielder",173,73
"Nigeria","Ramon Olamilekan","Azeez","Nigeria",1992-12-12,21,"Nigeria","Abuja","Midfielder",169,67
"Nigeria","Reuben Shalu","Gabriel","Nigeria",1990-09-25,23,"Nigeria","Kaduna","Midfielder",195,86
"Nigeria","Michael","Babatunde","Nigeria",1992-12-24,21,"Nigeria",NA,"Midfielder",179,76
"Nigeria","Christantus Ejike","Uzoenyi","Nigeria",1992-03-23,22,"Nigeria","Aba","Midfielder",168,66
"Nigeria","Osazemwinde Peter","Odemwingie","Nigeria",1981-07-15,32,"Uzbekistan","Tashkent","Attacker",182,75
"Nigeria","Shola","Ameobi","Nigeria",1981-10-12,32,"Nigeria","Zaria","Attacker",188,76
"Nigeria","Victor","Obinna Nsofor","Nigeria",1987-03-25,27,"Nigeria","Jos","Attacker",182,80
"Nigeria","Emmanuel","Emenike","Nigeria",1987-05-10,27,"Nigeria","Otuocha","Attacker",182,75
"Nigeria","Michael","Uchebo","Nigeria",1990-02-03,24,"Nigeria","Enugu","Attacker",194,85
"Nigeria","Ahmed","Musa","Nigeria",1992-10-14,21,"Nigeria","Jos","Attacker",170,62
"Nigeria","Nnamdi","Oduamadi","Nigeria",1990-10-17,23,"Nigeria","Lagos","Attacker",175,65
"Nigeria","Uche","Nwofor","Nigeria",1991-09-17,22,"Nigeria","Lagos","Attacker",184,NA
"Nigeria","Imoh","Ezekiel","Nigeria",1993-10-24,20,"Nigeria","Lagos","Attacker",178,80
"Ghana","Adam","Larsen Kwarasey","Ghana",1987-12-12,26,"Norway","Oslo","Goalkeeper",188,85
"Ghana","Abdul Fatau","Dauda","Ghana",1985-04-06,29,"Ghana","Obuasi","Goalkeeper",180,77
"Ghana","Stephen","Adams","Ghana",1989-09-28,24,"Ghana","Kumasi","Goalkeeper",186,81
"Ghana","Harrison","Afful","Ghana",1986-07-24,27,"Ghana","Kumasi","Defender",168,58
"Ghana","John","Boye","Ghana",1987-04-23,27,"Ghana","Accra","Defender",185,72
"Ghana","Jonathan","Mensah","Ghana",1990-07-13,23,"Ghana","Accra","Defender",188,83
"Ghana","David Nii","Addy","Ghana",1990-02-21,24,"Ghana","Prampram","Defender",180,73
"Ghana","Jerry","Akaminko","Ghana",1988-05-02,26,"Ghana","Accra","Defender",183,75
"Ghana","Samuel","Inkoom","Ghana",1989-06-01,25,"Ghana","Sekondi-Takoradi","Defender",179,75
"Ghana","Daniel Tawiah","Opare","Ghana",1990-10-18,23,"Ghana","Accra","Defender",173,70
"Ghana","Rashid","Sumaila","Ghana",1992-12-18,21,"Ghana","Cape Coast","Defender",196,NA
"Ghana","Michael","Essien","Ghana",1982-12-03,31,"Ghana","Accra","Midfielder",177,85
"Ghana","Sulley Ali","Muntari","Ghana",1984-08-27,29,"Ghana","Konongo","Midfielder",179,76
"Ghana","Kevin-Prince","Boateng","Ghana",1987-03-06,27,"Germany","Berlin","Midfielder",185,86
"Ghana","Kwadwo","Asamoah","Ghana",1988-12-09,25,"Ghana","Accra","Midfielder",178,78
"Ghana","Albert Danquah","Adomah","Ghana",1987-12-13,26,"England","London","Midfielder",185,73
"Ghana","Wakaso","Mubarak","Ghana",1990-07-25,23,"Ghana","Tamale","Midfielder",171,69
"Ghana","Mohammed","Rabiu","Ghana",1989-12-31,24,"Ghana","Accra","Midfielder",187,70
"Ghana","Emmanuel","Agyemang-Badu","Ghana",1990-12-02,23,"Ghana","Seikwa","Midfielder",182,77
"Ghana","Mishael","Akuffo","Ghana",1985-12-18,28,"Ghana","Tamale","Midfielder",178,NA
"Ghana","Afriyie","Acquah","Ghana",1992-05-01,22,"Ghana","Accra","Midfielder",179,70
"Ghana","Richard","Mpong","Ghana",1990-07-04,23,"Ghana","Tarkwa","Midfielder",178,NA
"Ghana","Asamoah","Gyan","Ghana",1985-11-22,28,"Ghana","Accra","Attacker",186,80
"Ghana","Andr<U+00E9>","Ayew Pel<U+00E9>","Ghana",1989-12-17,24,"France","Lille","Attacker",176,72
"Ghana","Jordan","Ayew","Ghana",1991-09-11,22,"France","Marseille","Attacker",182,80
"Ghana","Abdul Majeed","Waris","Ghana",1991-09-19,22,"Ghana","Accra","Attacker",172,71
"Ghana","Jeffrey ","Schlupp","Ghana",1992-12-23,21,"Germany","Hamburg","Attacker",NA,NA
"Ghana","Christian Twasam","Atsu","Ghana",1992-01-10,22,"Ghana","Ada Foah","Attacker",172,68
"Ghana","David","Accam","Ghana",1990-09-28,23,"Ghana",NA,"Attacker",NA,NA
"Ghana","Sulley","Mohammed","Ghana",1995-12-07,18,"Ghana",NA,"Attacker",NA,NA
"United States","Nick","Rimando","USA",1979-06-17,34,"USA","Montclair","Goalkeeper",178,NA
"United States","Sean ","Johnson","USA",1989-05-31,25,"USA","Atlanta","Goalkeeper",191,98
"United States","Bill","Hamid","USA",1990-11-25,23,"USA","Annandale","Goalkeeper",191,102
"United States","Tim","Howard","USA",1979-03-06,35,"USA","North Brunswick","Goalkeeper",191,88
"United States","Bradley","Guzan","USA",1984-09-09,29,"USA","Evergreen Park","Goalkeeper",193,95
"United States","DeAndre ","Yedlin","USA",1993-07-09,20,"USA","Seattle","Defender",176,NA
"United States","Omar","Gonzalez","USA",1988-10-11,25,"USA","Dallas","Defender",196,95
"United States","Matt","Besler","USA",1987-02-11,27,"USA","Kansas City","Defender",183,77
"United States","Tony","Beltran","USA",1987-10-11,26,"USA","Claremont","Defender",173,NA
"United States","Michael","Parkhurst","USA",1984-01-24,30,"USA","Providence","Defender",182,72
"United States","Clarence","Goodson IV","USA",1982-05-17,32,"USA","Alexandria","Defender",193,77
"United States","Oguchi Chijioke","Onyewu","USA",1982-05-13,32,"USA","Olney","Defender",194,95
"United States","DaMarcus","Beasley","USA",1982-05-24,32,"USA","Fort Wayne","Defender",173,66
"United States","Edgar Eduardo","Castillo Carrillo","USA",1986-10-08,27,"USA","Nuevo M<U+00E9>xico","Defender",170,78
"United States","Fabian","Johnson","USA",1987-12-11,26,"Germany","M<U+00FC>nchen","Defender",183,74
"United States","Geoff","Cameron","USA",1985-07-11,28,"USA","Attleboro","Defender",191,NA
"United States","Timothy","Chandler","USA",1990-03-29,24,"Germany","Frankfurt am Main","Defender",186,81
"United States","Will","Packwood","USA",1993-05-21,21,"USA",NA,"Defender",NA,NA
"United States","John Anthony","Brooks","USA",1993-01-28,21,"Germany","Berlin","Defender",193,78
"United States","Michael","Bradley","USA",1987-07-31,26,"USA","Princeton","Midfielder",186,75
"United States","Maurice","Edu","USA",1986-04-18,28,"USA","Fontana","Midfielder",183,77
"United States","Brad","Davis","USA",1981-11-08,32,"USA","St. Charles","Midfielder",180,NA
"United States","Kyle","Beckerman","USA",1982-04-23,32,"USA","Crofton","Midfielder",177,NA
"United States","Luis","Gil","USA",1993-11-14,20,"USA","Garden Grove","Midfielder",173,NA
"United States","Eddie","Johnson","USA",1984-03-31,30,"USA","Palm Coast","Midfielder",183,77
"United States","Graham","Zusi","USA",1986-08-18,27,"USA","Orlando","Midfielder",178,73
"United States","Jermaine","Jones","USA",1981-11-03,32,"Germany","Frankfurt am Main","Midfielder",184,81
"United States","Benny","Feilhaber","USA",1985-01-19,29,"Brazil","Rio de Janeiro","Midfielder",175,68
"United States","Jonathan","Spector","USA",1986-03-01,28,"USA","Arlington Heights","Midfielder",182,79
"United States","Sacha","Klje<U+0161>tan","USA",1985-09-09,28,"USA","Huntington Beach","Midfielder",185,68
"United States","Brad","Evans","USA",1985-04-20,29,"USA","Phoenix","Midfielder",185,77
"United States","Dax","McCarty","USA",1987-04-30,27,"USA","Winter Park","Midfielder",175,NA
"United States","Brek","Shea","USA",1990-02-28,24,"USA","Bryan","Midfielder",190,NA
"United States","Daniel","Williams","USA",1989-03-08,25,"Germany","Karlsruhe","Midfielder",182,79
"United States","Alfredo","Morales","USA",1990-05-12,24,"Germany","Berlin","Midfielder",183,74
"United States","Mikkel","Morgenstar P<U+00E5>lss<U+00F8>nn Diskerud","USA",1990-10-02,23,"Norway","Oslo","Midfielder",184,71
"United States","Alejandro","Bedoya","USA",1987-04-29,27,"USA","Englewood","Midfielder",178,73
"United States","Eric","Alexander","USA",1988-04-14,26,"USA","Portage","Midfielder",185,NA
"United States","Clint","Dempsey","USA",1983-03-09,31,"USA","Nacogdoches","Attacker",185,84
"United States","Julian","Green","USA",1995-06-06,19,"USA","Tampa","Attacker",172,NA
"United States","Landon ","Donovan","USA",1982-03-04,32,"USA","Ontario","Attacker",173,72
"United States","Chris","Wondolowski","USA",1983-01-28,31,"USA","Danville","Attacker",185,NA
"United States","Josmer Volmy ","Altidore","USA",1989-11-06,24,"USA","Livingston","Attacker",182,72
"United States","Terrence ","Boyd","USA",1991-02-16,23,"Germany","Bremen","Attacker",188,82
"United States","Aron","J<U+00F3>hannsson","USA",1990-11-10,23,"USA","Mobile","Attacker",184,70
"United States","Juan Sebasti<U+00E1>n","Agudelo","USA",1992-11-23,21,"USA","Barnegat","Attacker",185,83
"Belgium","Simon","Mignolet","Belgium",1988-03-06,26,"Belgium","Sint-Truiden","Goalkeeper",193,87
"Belgium","Sammy","Bossut","Belgium",1985-08-11,28,"Belgium","Tielt","Goalkeeper",187,74
"Belgium","Thibaut","Courtois","Belgium",1992-05-11,22,"Belgium","Bree","Goalkeeper",194,80
"Belgium","Thomas","Kaminski","Belgium",1992-10-23,21,"Belgium","Dendermonde","Goalkeeper",188,70
"Belgium","Koen","Casteels","Belgium",1992-06-25,21,"Belgium","Bonheiden","Goalkeeper",197,86
"Belgium","Vincent","Kompany","Belgium",1986-04-10,28,"Belgium","Uccle","Defender",191,85
"Belgium","Daniel","Van Buyten","Belgium",1978-02-07,36,"Belgium","Chimay","Defender",197,95
"Belgium","Thomas","Vermaelen","Belgium",1985-11-14,28,"Belgium","Kapellen","Defender",180,75
"Belgium","Jan","Vertonghen","Belgium",1987-04-24,27,"Belgium","Sint-Niklaas","Defender",189,79
"Belgium","Anthony","Vanden Borre","Belgium",1987-10-24,26,"Congo DR","Likasi","Defender",190,78
"Belgium","S<U+00E9>bastien","Pocognoli","Belgium",1987-08-01,26,"Belgium","Li<U+00E8>ge","Defender",182,72
"Belgium","Nicolas","Lombaerts","Belgium",1985-03-20,29,"Belgium","Brugge","Defender",188,83
"Belgium","Laurent","Ciman","Belgium",1985-08-05,28,"Belgium","Farciennes","Defender",180,65
"Belgium","Toby","Alderweireld","Belgium",1989-03-02,25,"Belgium","Wilrijk","Defender",185,75
"Belgium","Moussa Sidi Yaya","Demb<U+00E9>l<U+00E9>","Belgium",1987-07-16,26,"Belgium","Wilrijk","Midfielder",177,70
"Belgium","Timmy","Simons","Belgium",1976-12-11,37,"Belgium","Diest","Midfielder",186,78
"Belgium","Marouane","Fellaini-Bakkioui","Belgium",1987-11-22,26,"Belgium","Etterbeek","Midfielder",194,85
"Belgium","Steven","Defour","Belgium",1988-04-15,26,"Belgium","Mechelen","Midfielder",174,65
"Belgium","Axel Tomas","Witsel","Belgium",1989-01-12,25,"Belgium","Li<U+00E8>ge","Midfielder",183,73
"Belgium","Radja","Nainggolan","Belgium",1988-05-04,26,"Belgium","Antwerpen","Midfielder",175,65
"Belgium","Eden","Hazard","Belgium",1991-01-07,23,"Belgium","La Louvi<U+00E8>re","Midfielder",170,69
"Belgium","Nacer","Chadli","Belgium",1989-08-02,24,"Belgium","Li<U+00E8>ge","Midfielder",187,80
"Belgium","Kevin","De Bruyne","Belgium",1991-06-28,22,"Belgium","Drongen","Midfielder",180,68
"Belgium","Adnan","Januzaj","Belgium",1995-02-05,19,"Belgium","Brussels","Midfielder",182,75
"Belgium","Kevin","Mirallas","Belgium",1987-10-05,26,"Belgium","Li<U+00E8>ge","Attacker",178,72
"Belgium","Dries","Mertens","Belgium",1987-05-06,27,"Belgium","Leuven","Attacker",169,61
"Belgium","Christian","Benteke Liolo","Belgium",1990-12-03,23,"Congo DR","Kinshasa","Attacker",190,83
"Belgium","Romelu Menama","Lukaku","Belgium",1993-05-13,21,"Belgium","Antwerpen","Attacker",191,94
"Belgium","Divock","Okoth Origi","Belgium",1995-04-18,19,"Belgium","Oostende","Attacker",185,75
"Algeria","Ra<U+00EF>s","M'Bolhi Ouhab","Algeria",1986-04-25,28,"France","Paris","Goalkeeper",189,82
"Algeria","Azzedine","Doukha","Algeria",1986-08-05,27,"Algeria","Chettia","Goalkeeper",188,80
"Algeria","Mohamed Amine","Zemmamouche","Algeria",1985-03-19,29,"Algeria","Mila","Goalkeeper",175,64
"Algeria","C<U+00E9>dric","Si Mohamed","Algeria",1985-01-09,29,"France","Roanne","Goalkeeper",183,68
"Algeria","Madjid","Bougherra","Algeria",1982-10-07,31,"France","Longvic","Defender",190,93
"Algeria","Djamel Eddine","Mesbah","Algeria",1984-10-09,29,"Algeria","Zighoud Youcef","Defender",179,74
"Algeria","Ali","Rial","Algeria",1980-03-26,34,"Algeria","Zemmouri","Defender",184,77
"Algeria","Rafik","Halliche","Algeria",1986-09-02,27,"Algeria","Alger","Defender",187,77
"Algeria","Essa<U+00EF>d","Belkalem","Algeria",1989-01-01,25,"Algeria","Mekla","Defender",192,88
"Algeria","A<U+00EF>ssa","Mandi","Algeria",1991-10-22,22,"France","Ch<U+00E2>lons-en-Champagne","Defender",184,78
"Algeria","Liassine","Cadamuro Benta<U+00EF>ba","Algeria",1988-03-05,26,"France","Toulouse","Defender",186,76
"Algeria","Faouzi","Ghoulam","Algeria",1991-02-01,23,"France","Saint-Priest-en-Jarez","Defender",186,80
"Algeria","Carl","Medjani","Algeria",1985-05-15,29,"France","Lyon","Midfielder",183,77
"Algeria","Hassan","Yebda","Algeria",1984-05-14,30,"France","Saint-Maurice","Midfielder",187,77
"Algeria","Foued","Kadir","Algeria",1983-12-05,30,"France","Martigues","Midfielder",179,73
"Algeria","Mehdi","Mostefa Sbaa","Algeria",1983-08-30,30,"France","Dijon","Midfielder",181,82
"Algeria","Yacine","Brahimi","Algeria",1990-02-08,24,"France","Paris","Midfielder",172,68
"Algeria","Sofiane","Feghouli","Algeria",1989-12-26,24,"France","Levallois-Perret","Midfielder",178,71
"Algeria","Abdelmoumene","Djabou","Algeria",1987-01-31,27,"Algeria",NA,"Midfielder",NA,NA
"Algeria","Adl<U+00E8>ne","Gu<U+00E9>dioura","Algeria",1985-11-12,28,"France","La Roche-sur-Yon","Midfielder",186,81
"Algeria","Mehdi","Lacen","Algeria",1984-03-15,30,"France","Versailles","Midfielder",176,74
"Algeria","Saphir  Sliti","Ta<U+00EF>der","Algeria",1992-02-29,22,"France","Castres","Midfielder",180,73
"Algeria","Zinedine","Ferhat","Algeria",1993-03-01,21,"Algeria",NA,"Midfielder",NA,NA
"Algeria","Nabil","Bentaleb","Algeria",1994-11-24,19,"France","Lille","Midfielder",187,NA
"Algeria","Rafik Zoheir","Djebbour","Algeria",1984-03-08,30,"France","Grenoble","Attacker",185,77
"Algeria","Hilal El Arbi","Soudani","Algeria",1987-11-25,26,"Algeria","Chlef","Attacker",174,68
"Algeria","Nabil","Ghilas","Algeria",1990-04-20,24,"France","Marseille","Attacker",NA,NA
"Algeria","Islam","Slimani","Algeria",1988-06-18,25,"Algeria","Alger","Attacker",187,80
"Algeria","Riyad","Mahrez","Algeria",1991-02-21,23,"France",NA,"Attacker",179,61
"Russia","Igor","Akinfeev","Russia",1986-04-08,28,"Russia","Vidnoye","Goalkeeper",185,78
"Russia","Sergei","Ryzhikov","Russia",1980-09-19,33,"Russia","Shebekino","Goalkeeper",194,83
"Russia","Yuri","Lodygin","Russia",1990-05-26,24,"Russia","Vladimir","Goalkeeper",185,82
"Russia","Vasiliy","Berezutski","Russia",1982-06-20,31,"Russia","Moskva","Defender",189,83
"Russia","Sergei","Ignashevich","Russia",1979-07-14,34,"Russia","Moskva","Defender",186,82
"Russia","Vladimir","Granat","Russia",1987-05-22,27,"Russia","Ulan-Ude","Defender",184,80
"Russia","Aleksey","Kozlov","Russia",1986-12-25,27,"Russia","Petrozavodsk","Defender",182,75
"Russia","Andrey","Eshchenko","Russia",1984-02-09,30,"Russia","Irkutsk","Defender",175,69
